Дата поста (UTC),Время поста,Количество лайков
2013-12-31,17:20:48,1
2013-12-31,16:23:28,1
2013-12-31,15:59:56,1
2013-12-31,15:50:28,1
2013-12-31,15:49:24,1
2013-12-31,14:53:24,1
2013-12-31,09:17:32,1
2013-12-31,08:23:33,1
2013-12-31,07:54:17,1
2013-12-31,07:15:08,1
2013-12-31,04:14:00,0
2013-12-29,12:30:08,0
2013-12-28,11:12:33,0
2013-12-27,16:11:09,0
2013-12-27,08:00:08,0
2013-12-26,12:40:20,0
2013-12-25,13:40:00,0
2013-12-25,13:24:52,0
2013-12-24,06:19:46,1
2013-12-22,12:06:14,0
2013-12-21,06:28:12,1
2013-12-21,06:22:57,1
2013-12-20,05:34:21,0
2013-12-19,11:58:00,0
2013-12-19,06:13:27,0
2013-12-18,07:57:33,0
2013-12-16,06:04:13,0
2013-12-16,05:58:48,0
2013-12-15,11:54:48,0
2013-12-14,12:29:37,0
2013-12-12,14:13:33,0
2013-12-12,13:28:43,0
2013-12-12,13:26:51,0
2013-12-11,07:46:40,0
2013-12-10,13:45:51,0
2013-12-09,15:14:08,0
2013-12-09,15:09:24,0
2013-12-09,04:45:35,0
2013-12-07,07:55:34,2
2013-12-04,06:47:04,0
2013-12-02,11:10:49,0
2013-12-02,07:41:30,0
2013-12-02,06:57:54,0
2013-12-01,07:40:00,0
2013-11-30,12:27:46,0
2013-11-29,16:16:20,0
2013-11-29,09:05:45,1
2013-11-28,14:24:53,0
2013-11-28,14:23:09,0
2013-11-28,05:12:27,1
2013-11-27,06:29:13,0
2013-11-27,06:27:48,0
2013-11-26,06:06:53,0
2013-11-24,07:50:23,0
2013-11-23,15:28:56,1
2013-11-23,07:20:43,5
2013-11-22,07:12:45,0
2013-11-20,12:15:16,0
2013-11-20,12:12:08,0
2013-11-20,12:11:37,0
2013-11-20,04:52:30,0
2013-11-19,04:14:37,0
2013-11-16,10:47:40,0
2013-11-15,07:17:31,1
2013-11-14,14:56:00,0
2013-11-14,05:29:59,0
2013-11-12,14:25:17,0
2013-11-12,05:17:14,1
2013-11-12,05:13:55,0
2013-11-10,15:13:33,1
2013-11-10,09:47:55,1
2013-11-10,08:36:13,1
2013-11-10,08:23:21,1
2013-11-10,08:17:12,1
2013-11-10,08:16:42,1
2013-11-10,08:16:04,1
2013-11-10,08:15:19,1
2013-11-10,08:14:07,1
2013-11-10,08:12:37,1
2013-11-10,08:11:20,1
2013-11-10,07:40:04,1
2013-11-10,04:39:35,1
2013-11-10,04:37:45,0
2013-11-09,16:59:37,1
2013-11-09,05:09:53,0
2013-11-06,11:20:38,0
2013-11-06,11:14:37,0
2013-11-06,11:08:50,1
2013-11-06,11:08:46,0
2013-11-04,06:25:13,0
2013-11-03,12:58:57,0
2013-11-01,12:54:43,0
2013-10-31,16:09:24,0
2013-10-30,04:31:36,0
2013-10-29,07:06:48,0
2013-10-29,06:46:41,0
2013-10-29,06:42:19,0
2013-10-28,06:42:29,0
2013-10-28,06:42:16,0
2013-10-27,12:30:08,0
2013-10-27,07:22:34,1
2013-10-25,13:37:34,1
2013-10-25,13:36:19,1
2013-10-25,13:35:52,2
2013-10-24,12:32:24,2
2013-10-22,05:19:18,0
2013-10-21,05:36:18,0
2013-10-21,05:28:20,1
2013-10-19,12:33:40,0
2013-10-14,08:19:12,0
2013-10-14,08:18:00,1
2013-10-10,12:38:57,0
2013-10-09,11:48:53,0
2013-10-09,11:30:50,0
2013-10-08,14:57:39,0
2013-10-07,16:05:05,0
2013-10-07,07:38:41,0
2013-10-07,06:43:06,0
2013-10-07,06:22:42,0
2013-10-04,07:53:19,0
2013-10-04,07:46:09,0
2013-10-04,07:38:20,0
2013-10-04,07:35:04,1
2013-10-04,07:34:01,1
2013-09-29,06:36:49,0
2013-09-29,06:28:52,0
2013-09-29,06:28:00,1
2013-09-27,16:12:00,0
2013-09-27,16:09:13,0
2013-09-26,12:19:00,0
2013-09-26,12:04:43,0
2013-09-26,12:02:49,0
2013-09-24,05:14:38,1
2013-09-22,12:53:25,0
2013-09-21,07:09:26,1
2013-09-21,06:12:48,0
2013-09-19,15:09:16,0
2013-09-18,07:52:53,0
2013-09-18,07:32:16,0
2013-09-18,07:19:19,0
2013-09-14,06:38:27,0
2013-09-12,14:01:51,1
2013-09-08,04:53:28,0
2013-09-08,04:50:50,0
2013-09-08,04:46:15,1
2013-09-08,04:39:05,0
2013-08-20,14:58:17,0
2013-08-20,14:58:00,0
2013-08-20,14:53:08,0
2013-08-20,13:37:49,0
2013-08-20,13:36:25,1
2013-08-07,09:05:42,0
2013-08-07,08:52:42,0
2013-08-06,15:18:48,2
2013-08-06,15:11:24,2
2013-08-06,15:00:36,2
2013-08-06,14:59:04,1
2013-07-26,14:46:04,1
2013-07-21,15:58:20,1
2013-07-12,16:41:47,0
2013-07-12,14:17:35,0
2013-07-03,12:33:14,0
2013-07-03,12:30:37,0
2013-07-01,14:33:46,0
2013-06-28,14:47:08,0
2013-06-25,14:28:53,0
2013-06-23,17:48:12,2
2013-06-23,17:29:08,1
2013-06-23,15:46:33,1
2013-06-21,13:55:57,1
2013-06-21,13:55:49,0
2013-06-20,12:47:42,0
2013-06-20,07:45:25,1
2013-06-18,13:19:31,2
2013-06-18,13:12:08,0
2013-06-16,14:06:08,0
2013-06-16,13:22:08,0
2013-06-14,14:10:25,0
2013-06-14,14:09:00,0
2013-06-14,14:08:12,1
2013-06-12,07:55:52,0
2013-06-12,07:55:19,0
2013-06-12,06:48:52,1
2013-06-12,06:40:57,1
2013-06-12,06:26:51,0
2013-06-12,06:23:36,0
2013-06-12,06:22:42,0
2013-06-12,06:22:00,0
2013-06-12,06:06:40,1
2013-06-11,09:24:48,1
2013-06-10,16:02:34,1
2013-06-10,12:24:15,0
2013-06-05,13:36:16,1
2013-06-04,13:51:04,1
2013-06-04,13:47:34,1
2013-06-04,12:50:34,1
2013-06-03,16:11:40,3
2013-06-02,16:44:25,0
2013-06-02,12:31:05,0
2013-05-31,14:53:18,0
2013-05-31,14:49:06,0
2013-05-29,16:37:49,0
2013-05-28,12:30:20,0
2013-05-23,11:48:17,1
2013-05-23,11:27:56,1
2013-05-21,15:36:48,0
2013-05-21,15:33:25,0
2013-05-21,15:24:00,1
2013-05-21,14:07:54,1
2013-05-21,14:06:12,0
2013-05-19,04:20:30,2
2013-05-17,14:01:29,0
2013-05-17,14:01:16,1
2013-05-17,13:53:22,2
2013-05-14,16:40:55,1
2013-05-14,16:34:28,0
2013-05-09,12:08:41,0
2013-05-09,12:08:37,0
2013-05-06,14:41:45,0
2013-05-04,14:03:42,0
2013-05-04,14:02:54,0
2013-05-02,15:54:09,1
2013-05-01,14:47:13,1
2013-04-30,18:31:44,1
2013-04-28,13:54:45,1
2013-04-28,13:54:33,1
2013-04-26,15:04:48,0
2013-04-25,08:12:28,0
2013-04-24,12:16:12,3
2013-04-24,12:12:18,0
2013-04-22,07:38:34,1
2013-04-20,15:47:43,0
2013-04-20,15:40:06,0
2013-04-20,15:38:59,0
2013-04-20,15:38:39,1
2013-04-13,14:32:35,0
2013-04-12,12:34:25,0
2013-04-10,14:41:04,2
2013-04-10,10:31:42,2
2013-04-07,12:10:07,1
2013-04-06,10:08:06,0
2013-04-06,09:59:54,0
2013-04-05,14:12:41,1
2013-04-05,12:31:19,1
2013-04-05,12:23:44,0
2013-04-03,12:03:34,0
2013-04-03,12:01:28,0
2013-03-30,12:28:55,0
2013-03-28,05:44:23,0
2013-03-27,06:21:04,0
2013-03-23,12:54:00,1
2013-03-22,15:39:28,0
2013-03-16,13:14:38,0
2013-03-15,08:41:23,1
2013-03-12,06:05:20,0
2013-03-09,09:22:37,1
2013-03-08,17:33:48,1
2013-03-08,17:03:48,1
2013-03-08,16:18:32,1
2013-03-08,14:54:49,1
2013-03-08,14:22:17,1
2013-03-08,13:36:00,1
2013-03-08,08:26:04,1
2013-03-04,05:09:37,0
2013-03-03,15:57:04,0
2013-03-01,17:05:33,1
2013-02-18,03:59:39,0
2013-02-14,06:21:24,1
2013-02-07,06:25:17,1
2013-02-07,06:06:09,0
2013-02-07,06:03:49,1
2013-01-31,08:45:38,0
2013-01-31,08:43:34,0
2013-01-25,07:10:49,0
2013-01-21,11:53:04,0
2013-01-21,11:51:20,1
2013-01-21,11:48:22,0
2013-01-21,11:43:04,0
2013-01-21,11:42:35,2
2013-01-21,11:41:49,1
2013-01-21,11:36:42,2
2013-01-21,11:28:00,0
2013-01-20,11:59:46,0
2013-01-16,10:23:39,1
2013-01-14,08:29:32,2
2013-01-09,12:37:00,1
2013-01-08,15:42:16,0
2013-01-07,13:02:20,0
2013-01-07,12:59:04,0
2013-01-07,12:50:16,0
2013-01-04,12:57:30,1
2013-01-04,09:56:12,10
2013-01-04,08:53:17,3
2013-01-03,11:47:16,1
2013-01-02,12:34:50,1
2013-01-02,12:34:28,1
2013-01-01,13:20:50,1
2013-01-01,13:14:40,1
2013-01-01,11:04:21,1
2012-12-31,18:11:08,1
2012-12-31,13:54:41,1
2012-12-31,12:35:36,1
2012-12-31,11:01:48,1
2012-12-31,10:38:32,1
2012-12-31,09:20:28,1
2012-12-31,08:32:44,1
2012-12-31,07:32:44,3
2012-12-30,07:58:45,1
2012-12-25,09:29:38,1
2012-12-22,11:33:16,0
2012-12-22,11:27:41,0
2012-12-21,05:06:45,0
2012-12-17,09:22:16,1
2012-12-13,08:07:16,0
2012-12-13,07:17:40,1
2012-12-07,14:12:56,0
2012-12-05,10:46:56,1
2012-12-05,10:34:42,1
2012-12-05,07:04:09,1
2012-12-04,04:41:00,1
2012-12-02,11:46:25,1
2012-11-19,08:11:33,1
2012-11-19,07:33:14,1
2012-11-11,16:04:34,1
2012-11-09,23:59:26,1
2012-11-09,20:02:35,1
2012-11-05,12:58:08,1
2012-11-05,10:16:08,1
2012-11-05,10:08:56,1
2012-11-02,03:37:55,2
2012-10-30,14:45:28,0
2012-10-30,14:40:48,0
2012-10-29,17:48:24,0
2012-10-29,12:46:29,0
2012-10-20,07:38:54,1
2012-10-20,07:36:22,1
2012-10-17,12:23:29,1
2012-10-04,13:12:35,0
2012-09-29,16:22:36,0
2012-09-27,11:29:55,1
2012-09-25,14:31:17,1
2012-09-22,14:31:50,0
2012-09-22,14:30:43,0
2012-09-22,14:29:51,0
2012-09-22,14:07:37,0
2012-09-22,13:29:09,0
2012-09-22,13:08:38,1
2012-09-20,05:08:21,2
2012-09-20,04:40:39,1
2012-09-10,06:10:20,1
2012-09-10,05:41:01,22
2012-09-07,03:58:21,1
2012-09-06,13:15:00,0
2012-09-04,06:18:30,0
2012-09-03,13:45:10,0
2012-09-03,08:20:00,0
2012-09-03,08:15:55,0
2012-09-03,08:12:42,0
2012-09-03,06:32:33,5
2012-08-17,07:42:51,1
2012-08-17,07:42:23,3
2012-08-17,07:41:46,1
2012-08-17,07:41:24,1
2012-08-17,07:40:41,1
2012-08-17,07:40:00,1
2012-08-01,10:59:44,0
2012-07-23,15:57:31,0
2012-07-23,15:57:14,0
2012-07-12,14:13:33,1
2012-07-10,18:15:33,0
2012-07-09,17:42:10,1
2012-07-09,16:57:00,1
2012-07-09,16:56:56,1
2012-07-04,10:01:16,1
2012-07-02,13:10:43,0
2012-07-02,13:10:34,0
2012-07-02,13:10:29,0
2012-06-23,16:55:34,1
2012-06-23,16:45:51,2
2012-06-23,16:44:10,1
2012-06-23,16:42:42,1
2012-06-09,13:54:13,0
2012-05-27,23:14:26,2
2012-05-21,06:13:40,2
2012-05-21,05:27:54,7
2012-05-18,11:31:35,1
2012-05-09,13:10:43,0
2012-05-01,13:41:12,1
2012-03-09,03:05:52,1
2012-03-09,03:04:06,1
2012-03-08,14:48:52,0
2012-03-08,14:16:36,0
2012-03-08,09:15:28,1
2012-03-08,09:00:48,1
2012-03-08,08:40:28,1
2012-03-08,07:25:16,1
2012-03-07,14:49:53,0
2012-01-13,13:38:21,1
2012-01-13,13:29:30,1
2012-01-12,13:02:28,1
2012-01-12,13:01:20,1
2012-01-12,12:53:15,0
2012-01-06,18:06:00,1
2012-01-04,04:09:51,7
2011-12-31,17:08:21,0
2011-12-31,12:12:20,0
2011-12-31,11:51:48,0
2011-12-31,11:48:24,0
2011-12-31,09:56:04,0
2011-12-29,20:10:45,0
2011-09-24,12:33:11,0
2011-08-30,19:20:09,0
2011-08-11,19:01:20,0
2011-07-24,14:12:00,0
2011-07-24,14:11:28,1
2011-06-23,16:23:05,1
2011-06-19,09:09:37,1
2011-06-01,21:57:03,0
2011-05-23,18:33:28,0
2011-05-23,14:11:32,11
2011-05-14,09:58:08,0
2011-05-14,09:57:33,0
2011-05-08,20:58:55,0
2011-03-20,19:51:40,0
2011-03-09,13:01:25,0
2011-03-08,18:52:12,0
2011-03-08,13:42:20,0
2011-03-08,08:08:00,0
2011-03-08,07:08:48,0
2011-03-08,07:06:48,0
2011-03-01,18:35:30,0
2011-02-14,11:44:12,0
2011-02-12,20:03:00,0
2011-02-09,17:26:09,1
2011-02-09,17:06:12,1
2011-01-23,10:54:49,1
2011-01-13,13:41:31,0
2011-01-10,21:14:55,1
2011-01-05,09:10:26,0
2011-01-04,10:38:36,0
2011-01-03,12:41:12,0
2011-01-03,12:09:04,1
2011-01-03,05:02:00,0
2010-12-31,19:52:57,0
2010-12-31,12:10:53,0
2010-12-31,10:14:20,0
2010-12-31,07:59:38,0
2010-12-03,14:51:04,1
2010-12-02,22:27:22,1
2010-12-02,22:22:40,1
2010-11-29,21:48:42,0
2010-11-17,16:53:30,1
2010-09-25,19:22:36,1
2010-09-25,19:22:19,1
2010-07-18,08:37:55,1
2010-07-18,08:37:40,1
2010-07-17,12:24:33,0
2010-07-09,12:13:43,0
2010-06-23,10:06:20,0
2010-05-23,16:38:10,0
2010-05-09,15:50:27,0
2010-05-09,15:39:14,0
2010-05-09,15:27:16,0
2010-03-13,04:11:50,0
2010-03-09,09:03:09,0
2010-03-08,19:29:21,0
2010-03-08,16:02:34,0
2010-03-08,09:52:51,0
2010-03-08,09:31:44,0
2010-03-08,06:36:27,0
2010-03-08,05:49:30,0
2010-03-08,00:53:24,0
2010-03-08,00:51:08,0
2010-03-07,20:03:12,0
2010-03-07,20:02:01,0
2010-03-07,19:41:16,0
2010-03-07,17:01:21,0
2010-03-07,16:42:25,0
2010-03-07,16:22:10,0
2010-03-07,09:17:34,0
2010-03-07,07:47:01,0
2010-03-07,07:06:56,0
